"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",979.018657513603,143.958101425499,735.363557817472,1304.53229775478,7,267,20,1,0.9604145,0.027917,0.0941178,2004
