"estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
11360.0722627729,5677.76736289653,4505.19844856672,28673.0044520899,14,233,13,0.6532587,0.5834101,0.0241950181818182,0.0241950181818182,1987
