"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",644.129799532708,145.079127068981,417.305368573222,997.507299776075,8,140,19,0.9374516,0.9374516,0.020028975,0.023625525,1988
