"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",4393.25922500226,593.796028612543,3375.05723077147,5719.23674452398,23,483,31,0.9175483,0.9175483,0.0186107,0.0361775,2021
