"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",2198.56243583695,1190.80781842933,814.95455513257,5945.68540287671,6,177,12,0.2151377,0.2345338,0.1052164,0.1052164,1991
