,estimate,se,lcl,ucl,SampleDays,markedIndividuals,recapturedIndividuals,phi.Female,phi.Male,p.Female,p.Male,year
1,1837.69016,6720211.38,1322.869,2342.86,28,18,14,1.58E-14,1.58E-14,1,1,2016
