"estimate","se","lcl","ucl","SampleDays","markedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
3647.88673890679,747.930759283474,2450.80511558028,5429.67597680296,9,241,0.0080385,0.0080385,1,1,1985
