"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",600.87598183555,0,600.87598183555,600.87598183555,3,32,2,3.652275e-14,3.652275e-14,1,1,2009
