"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",470.700072628359,177.755664462556,230.78301079079,964.41488048316,29,60,27,0.6133167,0.6133167,0.0959208,0.2180128,2018
