"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",336.852576068533,16.7631591762877,322.107349422193,401.799105915515,17,8,7,2.221982e-16,0.8931545,0.8,0.3448826,2017
