"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",5330.6039118259,2041.29164165608,2582.1912720645,11007.9277599776,20,163,25,0.899964,0.899964,0.0001811285,0.0117156,2015
