"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",517.695039936142,157.77455751034,288.74512366728,928.60586485486,6,104,5,0.0518604,0.6682771,0.123114766666667,0.123114766666667,2006
