"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",1579.00880571967,543.824929129903,822.136989509818,3049.73545739543,13,172,13,0.0302952,0.9086357,1,0.029033,1998
