"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",1380.18046214212,150.539042995724,1115.71429248044,1708.69287019325,10,360,31,0.8163616,0.8163616,0.04494632,0.13437234,1994
