"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",134.285234528972,36.909027116963,79.1248979550131,227.899494072693,6,38,4,0.0397568,0.0397568,1,1,1990
