"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",821.257427376164,176.912703801793,545.394744586384,1254.12567295351,10,242,12,0.9254546,0.8944501,0.0347414,0.0593497,1995
