"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",56.258385601446,8.97741773514112,41.2294444598021,76.7656705529177,3,29,1,0.1904762,0.1904762,1,1,2007
