"","estimate","se","lcl","ucl","SampleDays","markedIndividuals","recapturedIndividuals","phi.Female","phi.Male","p.Female","p.Male","year"
"1",596.012517605342,109.782986185641,417.452327138236,853.839578512261,10,131,8,0.7382568,0.7382568,0.0382308,0.1596877,2000
